0.0943514,4.1544,10598.7,240.709
0.091684,0.6887,10907,1452.01
0.0920158,0.6644,10867.7,1505.12
0.0923712,0.7597,10825.9,1316.31
0.0914279,0.7884,10937.6,1268.39
0.0889759,0.7173,11239,1394.12
0.0920234,0.9509,10866.8,1051.64
0.0917442,0.7893,10899.9,1266.95
0.0915867,0.7548,10918.6,1324.85
0.09145,0.8031,10934.9,1245.17
0.0911515,0.7421,10970.7,1347.53
0.0911357,0.822,10972.6,1216.55
0.0913116,0.754,10951.5,1326.26
0.0906177,0.7907,11035.4,1264.7
0.090988,0.7973,10990.5,1254.23
0.090509,0.7498,11048.6,1333.69
0.0905254,0.7922,11046.6,1262.31
0.0919325,0.7229,10877.5,1383.32
0.091411,0.7602,10939.6,1315.44
0.0899894,0.8056,11112.4,1241.31
0.0911139,0.7501,10975.3,1333.16
0.0896378,0.7377,11156,1355.56
0.0910546,0.7797,10982.4,1282.54
0.0911061,0.7572,10976.2,1320.66
0.0895764,0.7432,11163.7,1345.53
0.0916332,0.7692,10913.1,1300.05
0.0907133,0.7636,11023.7,1309.59
0.090263,0.7556,11078.7,1323.45
0.0918277,0.7512,10890,1331.2
0.091784,0.7501,10895.1,1333.16
0.0897487,0.7511,11142.2,1331.38
0.0919013,0.7646,10881.2,1307.87
0.0922471,0.7609,10840.5,1314.23
0.0924018,0.7742,10822.3,1291.66
0.0915322,0.7357,10925.1,1359.25
0.0925699,0.7349,10802.6,1360.73
0.0904241,0.7098,11059,1408.85
0.0908411,0.7768,11008.2,1287.33
0.115893,1.6857,8628.68,593.225
0.11026,0.9678,9069.49,1033.27
10.8083,995.474,92.5212,1.00455
0.121729,1.7176,8214.95,582.208
0.327121,708.302,3056.97,1.41183
0.130143,1.0168,7683.85,983.478
0.394438,371.219,2535.25,2.69383
0.113196,0.9886,8834.25,1011.53
